Unnamed: 0,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality,index,readable_label,negated_part
1112.0,Um sujeito robusto está parado em uma boutique de artigos esportivos,O sujeito robusto está pensando em comprar uma bicicleta.,2,Disagreement,OK,S,,,
1113.0,Uma pessoa está descascando uma batata,A pessoa está cozinhando uma sopa de legumes,2,Neutral,OK,N,,,
1114.0,Um homem e uma mulher estão vestindo casacos azul marinho em um escritório cinza onde há um computador desktop,O homem e a mulher estão vestindo casacos vermelhos,0,Contradiction,OK,N,,,
1115.0,O gato preto está se divertindo no jardim,O gato preto está no jardim,1,Entailment,OK,N,,,
1116.0,Um indivíduo usando um uniforme vibra com o braço direito esticado para o alto,Há uma pessoa comemorando.,1,Entailment,OK,N,,,
1117.0,Destroços de um avião são investigados por agentes da polícia federal,Os destroços do avião são de um voo comercial.,2,Neutral,OK,N,,,
1118.0,"Um estudo afirma que os carecas são percebidos como mais inteligentes, dominantes e bem-sucedidos",Os carecas são vistos como menos bem-sucedidos,0,Contradiction,OK,N,,,
1119.0,Não há ninguém tocando instrumentos na varanda.,A casa tem uma grande varanda.,2,Neutral,OK,N,,,
1120.0,Um homem está comendo uma laranja,Uma pessoa está consumindo uma fruta,1,Entailment,OK,N,,,
1121.0,O cavalo não está sendo cavalgado pelo homem,O homem não está cavalgando o cavalo,1,Entailment,OK,N,,,
1122.0,"A confeitaria da esquina oferece uma variedade de bolos, tortas e doces personalizados",A confeitaria da esquina tem um ambiente acolhedor,2,Neutral,OK,N,,,
1123.0,Um estudo revela que um terço dos funcionários experimenta situações embaraçosas nas festas corporativas,Muitos funcionários passam por situações desconfortáveis nas festas da empresa,1,Entailment,OK,N,,,
1124.0,Uma silhueta de uma pessoa de braços abertos é vista contra o pano de fundo de um pôr do sol,Há uma pessoa de braços abertos em frente ao pôr do sol,1,Entailment,OK,N,,,
1125.0,Implementamos um recurso de acessibilidade para a descrição especial das fotos,Não foi adicionada nenhuma funcionalidade para a descrição de fotos,0,Contradiction,OK,N,,,
1126.0,Uma empresária analisa vários dados apresentados na tela do seu computador,A empresária tem cabelos castanhos,2,Neutral,OK,N,,,
1127.0,"Diversos aperitivos de rosbife estão organizados em fileiras, alguns adornados com flores comestíveis e outros acompanhados de brócolis e molho barbecue",Há também diversos tipos de queijo no buffet.,2,Neutral,OK,N,,,
1128.0,Uma pessoa está em posição de lótus meditando,Alguém está meditando na posição de lótus,1,Entailment,OK,N,,,
1129.0,Um rapaz e uma moça estão trocando ideias,O rapaz e a moça estão em silêncio total,0,Contradiction,OK,N,,,
1130.0,"No shopping há diversos bonecos decorativos temáticos de Natal, incluindo um boneco de neve e Papai Noel",As crianças estão tirando fotos com os bonecos.,2,Neutral,OK,N,,,
1131.0,"Um ator está usando um blazer azul e uma calça jeans escura, e está posando para uma sessão de fotos","O ator não está posando para ninguém, e não usa calça jeans ou blazer azul",0,Contradiction,OK,N,,,
1132.0,Não tem nenhuma criança brincando no parque,O parque foi reformado recentemente.,2,Neutral,OK,N,,,
1133.0,Um homem negro está observando seu reflexo no espelho,Um homem está se preparando para ir ao trabalho.,2,Neutral,OK,N,,,
1134.0,O terminal de integração está sendo exibido,O terminal de integração é de cor azul.,2,Neutral,OK,N,,,
1135.0,Um homem está tocando guitarra enquanto uma mulher dança ao ritmo da música,A mulher está vestindo uma saia vermelha,2,Neutral,OK,N,,,
1136.0,"Um pote de sorvete está sobre uma mesa de madeira, cercado por várias framboesas que indicam seu sabor",Existem framboesas em torno de um pote de sorvete na mesa de madeira.,1,Entailment,OK,N,,,
1137.0,Uma mulher não está temperando um peixe enorme,Uma mulher está colocado tempero em um peixe muito grande.,0,Contradiction,OK,N,,,
1138.0,Homens mascarados estão de pé em um vagão de metrô,Não há homens mascarados no vagão de metrô.,0,Contradiction,OK,N,,,
1139.0,Uma mulher está disparando flechas,A mulher não está praticando nenhuma atividade,0,Contradiction,OK,N,,,
1140.0,O anúncio divulga vagas para vigilantes em um show,Existem posições de trabalho abertas para vigilantes em um show,1,Entailment,OK,N,,,
1141.0,Um homem está cortando algumas cebolas ao lado de uma tábua,O homem está descansando longe da cozinha.,0,Contradiction,OK,N,,,
1142.0,A psicóloga realiza atendimento de forma online,A psicóloga está atendendo seus pacientes através da internet,1,Entailment,OK,N,,,
1143.0,Uma mulher está vestida e maquiada para um evento,A mulher está vestida casualmente e sem maquiagem.,0,Contradiction,OK,N,,,
1144.0,Um homem está ocupado colhendo em uma plantação,"Um homem está relaxando em uma praia, longe de qualquer plantação",0,Contradiction,OK,N,,,
1145.0,"A autora, segurando seu cachorro no colo, está dando uma entrevista","A autora, sem seu cachorro, está dando uma entrevista",0,Contradiction,OK,N,,,
1146.0,Um jovem barbudo e de óculos sorri levemente enquanto olha para a tela de um notebook,O jovem barbudo está usando uma camiseta azul.,2,Neutral,OK,N,,,
1147.0,A janela do quarto está aberta e a cortina está balançando com o vento,O quarto tem uma linda vista para o jardim,2,Neutral,OK,N,,,
1148.0,A mulher está pintando um quadro que é abstrato,A mulher está criando uma obra de arte abstrata,1,Entailment,OK,N,,,
1149.0,Um menino jovem está jogando areia fora de um balde vermelho no parquinho,Nenhum balde vermelho está sendo usado no parquinho.,0,Contradiction,OK,N,,,
1150.0,Cocos estão dispostos sobre uma mesa,A mesa é de madeira,2,Neutral,OK,N,,,
1151.0,O momento da discussão é capturado,A discussão é sobre política,2,Neutral,OK,N,,,
1152.0,O senhor está picando alhos em pedaços,O senhor está preparando o jantar,2,Neutral,OK,N,,,
1153.0,Uma mulher muito alta patina na rua entre os carros,Uma mulher usa uma camiseta branca enquanto patina.,2,Neutral,OK,N,,,
1154.0,Um homem está tocando uma bateria que é eletrônica,O homem é um baterista profissional.,2,Neutral,OK,N,,,
1155.0,O carro está viajando a uma velocidade muito alta,O carro azul está viajando a uma grande velocidade,2,Neutral,OK,N,,,
1156.0,Xadrez está sendo disputado por dois adversários habilidosos,Os jogadores estão concentrados no jogo.,2,Neutral,OK,N,,,
1157.0,A cesta está cheia e ninguém a está esvaziando,A cesta está vazia.,0,Contradiction,OK,N,,,
1158.0,O garoto está segurando um brinquedo enquanto caminha pela areia.,O brinquedo que o menino está segurando é um avião.,2,Neutral,OK,N,,,
1159.0,Um card holográfico apresenta emojis e um tênis preto e rosa centralizado,Há um tênis preto e rosa no card.,1,Entailment,OK,N,,,
1160.0,"A pessoa está com cabelo afro, apoiando o braço na mesa, tocando o rosto com a mão e sorrindo",A pessoa com um penteado afro está com o cotovelo na mesa tocando o rosto com a mão e exibindo um sorriso,1,Entailment,OK,N,,,
1161.0,Uma mão está segurando dinheiro,Dinheiro está sendo segurado por uma mão,1,Entailment,OK,N,,,
1162.0,Uma médica está mostrando informações em um tablet para seu paciente,A médica não está mostrando informações para o paciente,0,Contradiction,OK,N,,,
1163.0,"Segundo o artista, o espetáculo nunca pára enquanto existir amor",O artista acredita na importância do amor.,2,Neutral,OK,N,,,
1164.0,As mulheres estão se divertindo jogando vôlei,Há um jogo de vôlei acontecendo,1,Entailment,OK,N,,,
1165.0,Uma criança com um lenço bege na cabeça tem uma expressão séria,A criança está sorrindo.,0,Contradiction,OK,N,,,
1166.0,"Duas atletas estão correndo em uma pista de atletismo, passando o bastão uma para a outra",Duas atletas estão correndo em uma pista de atletismo ao lado de um estádio cheio,2,Neutral,OK,N,,,
1167.0,Cinco pessoas estão sentadas em uma bancada de madeira durante um debate,Cinco pessoas estão usando roupas formais em um debate,2,Neutral,OK,N,,,
1168.0,Um indivíduo está afagando as penas de um pássaro,Alguém está tocando as penas de um pássaro,1,Entailment,OK,N,,,
1169.0,Há uma mulher alimentando um bebê em uma casa limpa.,Uma mulher está cuidando de um bebê em um ambiente limpo.,1,Entailment,OK,N,,,
1170.0,Duas onças pardas estão caminhando à noite em uma estrada de terra,Duas onças pardas estão caçando sua presa à noite,2,Neutral,OK,N,,,
1171.0,Duas mãos estão unidas pelo dedo mindinho dentro de um coração,As mãos são de duas pessoas que estão namorando.,2,Neutral,OK,N,,,
1172.0,O garoto está sentado na poltrona e desenhando em seu caderno,"O garoto está brincando no quintal, não está desenhando",0,Contradiction,OK,N,,,
1173.0,O curso preparatório para o ENEM revisa temas de redação aplicados nas provas anteriores,O curso preparatório para o ENEM é ministrado por professores experientes,2,Neutral,OK,N,,,
1174.0,Um disco de hóquei está deslizando no gelo,O disco de hóquei está em um jogo de hóquei.,2,Neutral,OK,N,,,
1175.0,Um agricultor alegre recolhe mandioca fresca de sua plantação,O agricultor está descontente enquanto recolhe batatas da sua plantação.,0,Contradiction,OK,N,,,
1176.0,Dois boxeadores não estão em combate,Dois boxeadores estão vestindo luvas vermelhas,2,Neutral,OK,N,,,
1177.0,Um estudo afirma que fumar cigarro pode causar a queda dos seios,A pesquisa também analisou os efeitos do álcool na pele.,2,Neutral,OK,N,,,
1178.0,Uma mandala talhada em MDF apresenta detalhes em preto,A mandala talhada é inteiramente branca,0,Contradiction,OK,N,,,
1179.0,Uma mulher está exibindo um tapete de crochê colorido aberto,Há um tapete de crochê colorido na posse da mulher,1,Entailment,OK,N,,,
1180.0,Uma vista aérea revela as folhas de uma planta,A fotografia tirada do alto mostra as folhas de uma planta,1,Entailment,OK,N,,,
1181.0,Uma mulher em uma bicicleta está parada em uma trilha e parecendo triste.,Uma mulher parece triste em uma trilha de bicicleta.,1,Entailment,OK,N,,,
1182.0,O homem está trabalhando no cultivo de plantas alimentícias,O homem está cultivando alimentos vegetais,1,Entailment,OK,N,,,
1183.0,Um bando de jovens está observando um mural vibrante,Um gato está dormindo perto do mural,2,Neutral,OK,N,,,
1184.0,Um homem está descascando batatas em rodelas,Ele irá cozinhar um jantar.,2,Neutral,OK,N,,,
1185.0,Uma família está se divertindo na piscina,Há pessoas na piscina se divertindo,1,Entailment,OK,N,,,
1186.0,Um gato preto e branco está enfiando sua pata na caixa de surpresas,Um gato está mexendo na caixa de surpresas,1,Entailment,OK,N,,,
1187.0,O satélite brasileiro foi lançado,O Brasil possui um satélite no espaço,1,Entailment,OK,N,,,
1188.0,Uma mulher está fazendo um arranjo de flores em uma jarra de vidro,Uma mulher está podando algumas flores no jardim.,2,Neutral,OK,N,,,
1189.0,Uma mulher está se exibindo com o piano,A mulher está tocando piano.,1,Entailment,OK,N,,,
1190.0,Não tem ninguém ajustando as velas de um barco,As velas do barco estão sem ajuste.,1,Entailment,OK,N,,,
1191.0,"Oito pessoas estão presentes, metade delas sentadas e a outra metade em pé",Todas as oito pessoas estão sentadas,0,Contradiction,OK,N,,,
1192.0,O alpinista está escalando a montanha coberta de gelo e usando um casaco azul,O alpinista está escalando uma montanha sem neve.,0,Contradiction,OK,N,,,
1193.0,O garoto está sentado na poltrona e desenhando em seu caderno,O menino está fazendo um desenho em seu caderno enquanto está sentado em uma poltrona,1,Entailment,OK,N,,,
1194.0,A menina tem um tampão ocular ilustrado com árvores no seu rosto,A menina tem cabelo castanho,2,Neutral,OK,N,,,
1195.0,Uma cuíca está agarrada a um fino galho de planta,Uma cuíca está em uma planta.,1,Entailment,OK,N,,,
1196.0,O modelo está vestindo uma camisa polo manga longa verde escura em um estúdio,A camisa polo vestida pelo modelo tem mangas longas e é verde escura,1,Entailment,OK,N,,,
1197.0,Três adolescentes e um homem estão competindo em um torneio de games online,Três adolescentes e um homem estão assistindo a um filme,0,Contradiction,OK,N,,,
1198.0,Um bebê e sua mãe compartilham um momento de carinho,A mãe está tendo um momento afetuoso com seu bebê,1,Entailment,OK,N,,,
1199.0,O cachorro está dormindo no sofá,O cachorro está jogando bola no jardim,0,Contradiction,OK,N,,,
1200.0,A sala está cheia de enfeites para festas infantis com tema de tubarão,"A sala está vazia, sem enfeites.",0,Contradiction,OK,N,,,
1201.0,Um gato branco está perseguindo um pequeno rato cinza,Um gato branco está dormindo calmamente.,0,Contradiction,OK,N,,,
1202.0,"Quatro pescadores estão parados no cais, observando o horizonte com um telescópio",Os pescadores estão no barco.,0,Contradiction,OK,N,,,
1203.0,Uma mão com unhas pintadas de preto segura uma flor branca em um movimento circular,Uma mão esmaltada de preto está segurando uma flor de cor clara,1,Entailment,OK,N,,,
1204.0,Acredite que você inspira pessoas que agem como se não notassem sua presença,Ninguém se sente inspirado por você,0,Contradiction,OK,N,,,
1205.0,Um gato de pelagem brilhante está repousando no sofá,O gato tem olhos verdes.,2,Neutral,OK,N,,,
1206.0,Uma mulher está tocando piano e entoando uma bela canção,O piano está sendo tocado por uma mulher enquanto ela canta uma bela canção,1,Entailment,OK,N,,,
1207.0,Panfletos rosas e azuis estão espalhados sobre a mesa,Não há panfletos na mesa.,0,Contradiction,OK,N,,,
1208.0,Pessoas estão plantando árvores de pequeno porte no solo,Os pássaros estão cantando nas proximidades das pessoas que plantam árvores de pequeno porte no solo,2,Neutral,OK,N,,,
1209.0,Uma bicicleta está lentamente escalando a montanha,A bicicleta está subindo a montanha em um ritmo lento.,1,Entailment,OK,N,,,
1210.0,Uma garota está andando de bicicleta na rua,A garota está em casa jogando vídeo game,0,Contradiction,OK,N,,,
1211.0,Uma mulher reflete sobre o que mais é possível que ela nunca considerou,A mulher tem uma xícara de café em sua mesa.,2,Neutral,OK,N,,,
1212.0,Uma mulher sorridente segura um objeto em forma de coração com um olhar apaixonado,A mulher está triste e não tem nada nas mãos.,0,Contradiction,OK,N,,,
1213.0,"Um depósito contém uma porção de feijoada, arroz e couve",Há feijoada dentro do depósito.,1,Entailment,OK,N,,,
